BeatmapID,TotalWeightedPP,AppearanceCount,Placements,Title,DifficultyName
1193449,159.1793,2,"90,33",High Free Spirits vs. DREAM SOLISTER,Kalitarks' Hibike
2252249,73.7028,5,"91,76,78,65,93",Grievous Lady -nothing is but what is not-,Anomaly
1983406,4121.4861,33,"92,72,79,100,70,79,59,38,21,69,87,79,23,93,75,83,48,55,27,77,67,58,86,6,11,26,11,27,22,92,15,19,51",Colorful,Fiery's Extreme
1612329,57.6502,4,"94,83,60,94",Time Trials,Effervescent Adventures
1763013,2853.5349,36,"96,72,60,93,80,14,91,41,98,44,38,65,99,50,21,88,68,95,26,89,66,87,78,85,69,97,80,85,37,51,57,53,18,10,95,21",Ame to Asphalt,Rain
1501472,668.8319,8,"97,90,50,83,31,38,58,20",Holdin On (Skrillex and Nero Remix),Immortal
142145,31.59,2,"99,66",YuYu Metal,DoKo
2149819,3780.9579,36,"100,95,98,73,69,62,53,62,51,47,56,36,54,52,40,77,20,15,96,34,59,36,38,28,77,12,5,94,55,24,77,29,51,31,55,81",JUSTadICE (TV Size),Onlybiscuit's Black Hurricane
5224739,3476.9451,15,"1,86,96,26,43,93,54,86,1,80,29,18,18,38,48",Angry Birds Original Main Theme,Poached Eggs
1570203,7633.4771,35,"9,30,79,94,33,100,75,54,14,13,14,6,82,7,63,1,52,37,66,11,16,99,62,49,56,27,28,78,33,4,24,48,41,41,37",Last Goodbye,Determination
4131123,599.0045,4,"18,45,95,37",kuuchuubunkai,yuu_u7
1754266,500.7692,3,"22,47,41",Rubik's Cube,"43,252,003,274,489,856,000"
1607736,608.5825,4,"24,43,61,27",Dead To Me (Instrumental),Rest In Peace
1093703,1823.8572,13,"27,65,66,73,67,48,12,92,26,49,98,5,72",Unmei no Dark Side -Rolling Gothic mix,FreeSongs' Rolling Hell
4875601,172.3116,1,33,Hartmann no Youkai Shoujo (Synthwave Remix),Extra Stage
4312018,131.1837,1,38,Shuuen no Kane,Regret
5668439,1952.7697,8,"48,52,95,16,3,8,61,93",Wing my Way,Endless Sky
2813781,12635.1514,74,"49,93,82,77,92,86,78,64,85,37,11,45,19,48,15,23,17,86,67,12,11,15,82,32,46,29,16,28,57,89,96,58,49,12,78,44,10,10,39,28,91,18,36,80,5,15,38,87,77,92,77,33,94,11,53,55,52,39,6,5,32,47,73,3,26,20,31,30,35,67,93,37,61,66",Necro Fantasia,Lunatic
2796473,7495.7583,54,"51,76,86,52,91,66,79,72,73,91,75,80,56,43,33,100,100,92,86,64,96,61,50,91,29,11,76,11,80,96,88,26,7,80,23,72,22,62,20,75,13,86,15,20,32,6,7,90,96,33,45,12,23,10","Star light, Star bright (TV Size)",Destiny
970331,114.4329,3,"53,83,54",Soukai Rock,SMASH!
2744035,153.8283,2,"58,40",Rubik's Cube,Lalarun's Extreme
3450065,471.0144,3,"60,36,21","ALL MY TURN -Kono Turn ni, Ore no Subete o Kakeru- (Game Ver.)",Everything Kaleidoscope
3082601,49.1718,3,"61,100,89",MAKE A LOSER (inst),Virtue
1778268,1318.4942,15,"63,63,68,35,85,66,95,94,93,45,19,15,55,92,20",Wing my Way,Endless Sky
2546306,1968.9437,12,"64,29,44,39,9,15,94,46,62,72,11,93",Black Rover (TV Size),Aspiration
1227359,56.3694,4,"66,97,72,100",polygon,Bonzi's Ultra
1817464,104.2919,4,"69,92,92,45",G e n g a o z o - f o o n,Extreme
1626537,1053.3209,21,"70,97,85,90,82,67,43,73,88,68,32,20,53,72,76,38,82,30,90,83,74",Happy Time wa Owaranai,Sotarks' Peace of Mind
2462439,125.0646,3,"71,97,40","Pink Kurage to, Sotto, Kiss o Shita.",I gently kissed the pink jellyfish.
3837892,20.9434,1,72,Saigetsu (Koko & Satsuki ga Tenkomori's Sagyou Bougai Remix),GOBLIN BONANZA COLLAB!
3690393,17.8675,1,75,Tsurupettan (Game Ver.),UberFazz's Watermelon Extra
837567,102.7989,2,"80,42",Way Too Deep,Settling Down
730865,27.3865,2,"81,76",subconsciousness,KILL
5646729,9.4739,1,87,Ryuu to Shoujo to Decoherence,quantumvortex's Ultra
2176783,1094.5493,7,"88,17,38,37,30,23,47",Halloween of the Dead,Extra
3533716,4313.3897,56,"89,74,84,35,62,53,87,67,36,64,98,25,87,56,97,27,37,82,12,53,87,68,71,75,59,75,65,59,33,96,18,56,22,79,85,83,82,86,72,93,45,37,84,18,87,45,77,84,15,40,86,90,24,63,24,33",Suikyou HEAVEN!,!
2911355,2054.2814,19,"90,70,44,73,41,99,77,12,27,62,81,55,45,43,35,77,2,88,97",Tsuioku no Kuroki Makenshi,Determined
5589234,1516.5028,9,"94,29,81,17,19,54,81,42,10",down,G O D
1179007,1061.1659,14,"95,74,88,66,47,66,90,63,21,61,24,20,56,70",Halcyon -Long Version-,ONE DIMENSION
4747925,245.8585,1,27,Tsukitourou,Lost
1836593,222.2048,4,"34,79,77,67",GET BACK,Sotarks' Cataclysm
1649989,405.1018,3,"42,22,83",ReI,Mir's Extra
4791393,322.6754,5,"43,60,65,53,41",Song That Might Play When You Fight Sans,Nymphe's Extra
2750570,565.3882,4,"48,93,16,40",ONE-MAN CIRCUS,ONE-MAN CIRCUS
4419700,3939.4819,13,"51,13,64,23,97,34,13,7,33,4,15,40,20",Euphorium,Touch Of A Distant Dream
3392673,305.7683,2,"62,24",Gloria,Prayer
3965572,36.4041,1,63,Sakebe,Sekai's Tragic Love
2064450,173.8566,3,"72,75,34",Blood on the EDGE (TV Size),EXTREME
4003023,74.3172,2,"83,50",Sakebe,browiec & torriru's Nightmare
932432,374.9382,5,"87,24,90,53,60",Dear Brave,Special
3579281,81.9067,3,"93,54,71",Aoiro Step,Kumocha's Extreme
963304,617.5795,2,"12,51",A Sugar Business,Lactose Marathon
559842,1882.9363,12,"17,42,26,50,65,83,70,6,25,74,48,64",Throwdown,Change
2110791,323.052,1,22,Nanatsu Koyoto,Sakura Heaven
2956396,1843.879,5,"28,12,1,46,30","World's End, Girl's Rondo (Asterisk DnB Remix)",I wish you don't cry
907388,860.5131,7,"32,96,91,44,14,35,84",Timberwolf,Wilderness
5658309,154.5275,1,36,Wanna Be My Dream,kowari's Extra Stage
2690060,476.9285,3,"38,75,17",Buriki no Dance,Expert
4477412,3532.407,12,"40,52,24,28,2,26,31,15,87,35,7,11",Tamashii no Katari ni Michibikarete,Satellite
2213673,470.1969,6,"41,44,63,67,37,41",UNION!!,Million Power
3021515,2616.2194,13,"44,49,46,48,85,95,36,18,45,6,27,1,61",Lonely People (Raise Spirit Remix),Slips' Extra
2420819,2301.2019,8,"46,52,63,25,8,1,74,17",Be braver!,Make the heart grow fonder
2064235,121.1854,3,"49,57,90",Last Queen,Divine Remedy
4418730,65.8569,1,52,Prayer,Amefystol's Expert
962500,1457.8834,14,"54,31,40,75,42,65,48,62,20,82,75,75,43,12",Prima Stella,Lami's Extra
2788624,821.8942,3,"58,34,7",PEKORANDOMBRAIN!,Welcome to Pekoland!
4693488,8997.4472,34,"61,35,23,68,54,39,16,40,28,74,49,5,22,35,42,95,5,18,6,34,19,65,26,11,98,42,10,9,14,4,8,60,21,11",TWEEKER (Cut Ver.),Lunatic
848143,105.5858,2,"65,46",Masshiro na Yuki,Everlasting Snow
4482142,14594.0977,52,"66,61,64,74,41,82,99,38,37,30,23,14,91,26,11,52,5,18,48,9,16,75,19,12,88,15,11,10,63,13,8,52,5,63,62,32,55,16,8,3,4,3,11,61,56,5,7,22,56,38,39,2",Gensou wa Hakanaki Watashi no Tame ni -Shinroku-,Phantasm
4324657,112.8935,5,"68,59,83,62,96",Hana no Tou (nenpulse bootleg remix),Kanui & Komarin's Collab Lily
1043170,27.1139,1,69,Mahou Shoujo Chino (nenpulse bootleg remix),cappuChino!!
1468282,24.4618,1,71,White Eternity (Soleily & Epsilon Remix),Snowfall
2309955,762.3905,7,"73,30,60,13,91,62,85",Mr. Kill Myself,Darkness
2725039,20.9391,1,74,Lost Without You (Boxplot Remix),Wistful
2979808,5670.7747,29,"75,69,51,26,17,75,13,63,8,51,55,22,79,5,51,9,90,29,63,47,74,60,30,2,39,62,17,47,28",Kimi no Shiranai Monogatari,Starlight
1459108,18.8482,1,76,Natsu no Owari (Soleily Remix),Eschaton
1812393,387.7615,5,"78,18,100,91,62",Colorful (tamame's apostate remix),Corrupted
4376760,4345.7509,11,"79,33,28,25,95,8,3,2,2,94,4",Killer Song,Suffering
5638683,97.7054,4,"80,67,59,76",Thousandth Sky (Over Clouds Mix),Tengoku
4221806,27.5312,2,"83,79",The Game,Lifetime of Sorrow
1083643,12.4537,1,84,Searchlight,Bright World
2645456,592.4801,4,"86,31,43,18",Got Me Thinking (feat. Veela),Kyshiro's Extra
1580161,9.1046,1,90,Parodia Sonatina -Grande-,Prelude
4438137,44.6757,2,"91,58",The Game,Maki's Extreme
2692423,8.1928,1,92,"Kono Fuzaketa Subarashiki Sekai wa, Boku no Tame ni Aru",Extra
786018,8488.8422,56,"93,43,63,86,93,99,54,60,92,70,38,62,41,11,26,9,36,11,97,79,67,44,68,15,82,44,73,10,67,10,90,20,2,5,61,93,91,95,48,91,12,42,60,6,3,72,92,93,58,100,46,79,67,54,25,85",Night of Knights,Guy's Extra
2824933,1197.9544,8,"94,80,67,31,27,74,12,18",Ima Suki ni Naru.,Extra
2864629,7.0072,1,95,Anelis (Long Ver.),Gilded Heart
860793,6.6566,1,96,Colorful. (Asterisk DnB Remix),Prismatic
3592314,6.3224,1,97,Confused Telepathy,Radio Thought
2453671,225.4478,9,"99,62,84,90,76,39,67,96,79",Haruoto*Veil,Silzuku's Expert
4689818,3137.2976,19,"31,87,64,31,91,29,80,56,95,13,9,54,10,56,55,16,18,88,65",Midtvinter / Obsessis a Daemonio,Kreuzigung
4112173,856.8815,7,"33,56,48,89,36,38,17",Forgotten Kings,Ruler of Nature
4755428,774.2973,4,"49,28,16,71",...And I Return To Nothingness,An Inevitable Fate
4633754,146.7763,3,"52,55,63",Plasma Gun,Astronic's Extreme
1955042,7779.373,28,"54,44,8,48,33,24,37,15,62,64,1,71,26,13,56,34,46,4,30,58,9,34,98,16,12,94,1,4",Kowareta Unmei o Tsumuide,Satellite
4193382,227.1223,5,"56,78,50,48,60",A Tale Of Salt And Light,Salvation's Betrayal
4796487,186.3488,2,"57,36","Pain Remains I, II, III",The Apparition
4765626,31.8042,1,65,Wolf & Raven (Cut Ver.),Dread
2496646,1135.8856,15,"66,46,93,84,95,95,85,50,92,24,7,74,59,59,53",The Deceit,Agony
4917483,85.2522,6,"84,60,85,92,77,98",And Through The Fog She Spoke,Prolific Agony Collab
4791284,10184.8138,46,"85,76,19,60,42,35,25,55,67,35,51,42,30,41,88,45,27,43,37,46,20,8,11,85,42,74,71,67,6,82,14,13,5,15,86,82,70,8,5,26,4,7,6,27,25,60",Sentou! Gym Leader,Challenge!
1750943,144.1717,2,"93,33",Help,Collab Extra
5527962,1033.7394,2,"7,22",Ixion's Torment,Brak'Tal O'Minn
5571670,5429.4813,15,"13,36,35,8,21,48,62,62,32,23,1,79,5,5,2",A Tale Of Salt And Light,Salvation's Denial
5119405,1368.2995,2,"14,4",Pareidolia,The Faceless
5428054,2003.392,5,"17,58,7,63,2",The Unbound,Sh4rq_ & aly's Abhorrent Amalgamation
5601219,598.2619,2,"21,25",Kingborn,I AM THE KING OF THIS WORLD
4992091,680.3424,5,"22,51,27,78,47",Force-Fed,The Devil Feeds on Misery
5658166,243.9131,1,27,The Hypocrisy,The Deceived
4445715,1269.2992,2,"31,2",Blood Kingdom,He Who Shall Not Forget
555797,6359.7527,57,"35,27,85,98,60,28,12,95,12,94,9,39,76,90,62,47,84,77,31,90,63,85,66,61,53,52,41,26,58,25,66,68,55,32,97,96,31,62,84,30,98,22,29,75,15,57,65,16,31,11,92,44,23,60,75,50,51",Everything will freeze,Time Freeze
5126514,508.1534,4,"61,93,16,44",Campanella,Harmony
5650592,28.7607,1,66,In Darkness,Between Mountains Of Deliverance
5001515,2766.7744,26,"71,92,87,56,74,88,87,49,29,83,64,99,22,61,18,78,43,75,97,92,81,15,10,43,6,49",Icyxis,Sh4rq_'s Extreme
3916356,2575.5804,14,"73,99,71,18,22,97,91,88,3,65,52,8,23,24",Don't Tread on Me (Harlem Hellfighters),Black Death
4746251,18.8653,1,74,Destroyer,Immolation
4215263,784.4783,10,"80,24,52,79,62,39,90,88,90,22",Mit Gott fuer Koenig und Vaterland,Razor's Edge
1277254,7.0947,1,92,Ages Die,Future of the Past
4903055,958.3068,13,"94,93,81,46,81,30,15,39,69,38,89,89,41",Symphony of a Dying Star,Sh4ry_'s Extreme feat. gay girl
1867520,8611.4113,71,"96,87,60,86,72,85,10,56,55,96,43,87,86,55,32,94,36,42,77,50,57,56,54,38,26,89,54,32,25,94,66,76,85,19,18,17,12,32,7,42,11,23,86,31,21,50,52,56,51,44,13,60,61,57,6,65,81,29,15,61,48,38,41,22,66,51,77,60,40,39,93",Snow halation,Snowfall
4491942,672.2184,9,"97,58,51,55,22,30,81,75,54",The silent world (Instrumental Ver.),Kyouaku
4852515,1108.4929,17,"33,83,55,48,59,83,39,33,83,50,57,35,75,53,67,29,80",Kuusou Mesorogiwi (TV Size),Extra
2368758,2809.4446,15,"55,81,12,47,61,13,52,40,6,25,60,49,16,61,36",UNION!!,Castle of Dreams
4774005,346.0824,7,"60,80,42,58,56,91,36",Zettai Tokken Shuchou Shimasu! Hoshi Syoko Solo Remix (Cut Ver.),Omekyu's Extra!
1896447,823.14,6,"65,99,9,47,90,32",Sorairo Picture,Melancholy
5271738,673.2241,7,"90,98,24,17,77,93,68",Of Our Time (osu! Edit),Paper Skies
2256823,1323.8722,13,"92,47,85,82,70,33,51,30,80,54,4,71,63",Mitaiken HORIZON,Sunshine
3320987,1309.6127,7,"95,5,42,36,31,65,99",Tsukinami,Fragment
3055877,2977.9584,38,"12,77,69,97,63,53,65,47,81,45,49,86,97,90,85,36,71,62,84,50,89,50,88,89,71,43,45,95,79,66,69,15,96,18,37,91,6,38",CHOIR JAIL (TV Size),EXTRA
3669201,2819.2208,45,"14,71,95,84,82,74,77,53,62,57,77,65,54,53,68,32,64,69,64,79,48,28,70,82,63,38,36,54,70,44,69,85,41,26,79,31,52,81,26,90,46,42,47,44,90",United (L.A.O.S Remix),Everlasting
4001452,2616.5468,33,"21,62,73,80,56,53,83,99,34,70,72,69,87,49,56,66,21,97,84,80,28,63,32,97,21,52,89,54,38,43,24,29,23",10 Things I Hate About Ai no Sukima,3 - You've Still Got Extreme Issues
2606880,1607.7958,34,"33,64,12,85,84,79,80,98,73,70,68,51,95,62,62,77,57,92,93,84,86,64,45,87,37,87,50,55,45,85,63,73,61,36",Xevel,Extra
3015347,134.4666,3,"44,63,75",Twilight Symphony,Crescendo of the Night
1744385,3589.0818,27,"53,83,46,74,28,69,14,96,56,19,95,46,96,22,75,93,70,10,22,43,63,79,1,67,35,39,85",Storytellers,Akitoshi's Extra
2156842,1353.8305,26,"57,90,75,92,73,65,73,90,38,91,89,45,70,81,39,82,65,36,94,60,27,21,34,66,68,40",Sidetracked Day,Daydream
5574915,150.3769,4,"61,90,55,48",And The Vulture Beholds,Crumbling Ascendancy
896474,119.2427,6,"65,76,62,67,88,88",If You Can't Hang,Extra
1246395,7835.274,73,"66,97,86,90,99,100,63,85,49,68,64,76,89,49,48,63,43,54,37,42,28,82,48,69,45,23,33,36,57,92,46,86,91,13,33,40,18,90,92,98,32,35,49,22,8,51,65,27,53,32,7,49,48,68,86,69,16,55,64,83,41,80,35,36,42,19,18,83,81,14,22,9,64",Kimi no Shiranai Monogatari,Our Story in the Stars
3874766,368.1259,14,"70,96,75,60,87,100,46,49,69,93,59,42,86,89",10 Things I Hate About You (Sped Up & Cut Ver.),Extra
4354184,30.6125,2,"71,86",In Excelsis / Nova Era,Inner Paradise
1578009,1033.9444,15,"72,83,98,65,85,70,85,63,39,41,29,35,30,24,59",Teo,Extra
1554502,4394.1985,42,"73,88,91,95,80,52,44,66,97,41,35,61,32,61,48,60,84,30,46,94,20,16,64,29,24,71,19,98,15,78,64,86,58,20,28,19,43,32,98,96,11,60",Songs Compilation,Marathon
2469346,17.5602,1,75,Yubi Bouenkyou (TV Size),Glaceon's Extra
209276,1705.5489,23,"77,99,79,72,64,56,92,42,90,39,26,39,13,24,46,85,99,57,44,43,99,54,92",End Time,eXtra
3630306,15.0106,1,78,Itsuka Otona ni Nareru to Ii ne.,Not Classic Extra
1942218,184.9682,16,"79,77,98,93,92,86,70,89,94,56,89,73,100,74,74,82",CHOIR JAIL (TV Size),Extra
847314,573.5993,25,"81,71,66,96,56,64,50,55,70,97,85,49,57,93,65,98,69,85,76,92,81,63,43,72,69",Tower Of Heaven (You Are Slaves),Extra
2803332,178.7883,8,"85,99,62,58,75,72,80,51",Ganbare! Kumoko-san no Thema (TV Size),emu's Extra: Zoa Ele
260489,5401.8389,42,"86,71,73,81,44,59,50,51,34,23,92,29,40,42,23,45,31,72,62,14,51,86,69,72,73,15,38,26,40,50,14,16,46,11,83,63,12,62,59,42,19,35",The Near Distant Future,Lapse
910147,106.2096,7,"88,78,83,99,62,59,95",gabe power,Brain Dog?
777055,5484.673,63,"91,67,73,51,71,60,51,64,67,61,83,30,38,97,53,74,84,61,66,70,39,46,57,66,65,95,66,56,47,49,41,38,54,61,80,30,17,60,32,40,61,20,23,52,37,32,45,99,31,14,30,95,92,14,21,32,50,17,55,71,86,41,26",YELLOW TRICK,oko's Extra
2059943,1364.0848,22,"93,95,97,72,97,93,67,80,48,73,58,43,97,25,62,61,53,28,38,27,22,97",Harumodoki,Shizuku's Special
1156927,5.1919,1,98,Azurite no Hitsugi,Istoria
914237,5011.3369,50,"14,5,88,86,92,71,76,57,73,63,99,75,80,52,57,70,76,67,46,57,50,37,47,49,80,100,52,46,42,62,44,38,29,57,32,64,39,23,80,42,47,17,44,53,42,11,32,87,42,12",RUN!RUN!RUN!,Water Board
2169502,975.7546,6,"18,54,74,97,56,11",Sakura no Uta,The Happy Prince
1791443,614.9759,5,"20,30,62,62,100",Kagerou Days,Kagerou
179758,1076.8957,16,"42,53,88,17,93,57,84,40,48,76,78,85,96,33,43,81",Placebo Dying,ExtrA
806017,411.1075,8,"45,54,78,50,56,94,51,41",Hikouki Gumo (el poco maro DnB EDIT),Path of Wind
2034057,3545.5367,29,"52,82,75,93,80,45,47,13,58,26,41,91,85,16,32,39,16,11,44,99,11,45,90,94,88,100,98,19,55",Cherry Bomb,SquareTude's Extreme
431957,679.2686,7,"55,46,22,27,64,66,88",Kanshou no Matenrou,Eternal
2041598,568.9704,3,"64,88,9",DREAM SOLISTER,SkyFlame's Melody
4203275,16276.1946,97,"67,37,73,86,95,69,51,38,41,78,63,11,62,69,29,8,79,68,70,30,44,60,6,65,53,49,82,34,21,69,56,65,32,60,60,27,53,47,29,39,57,29,30,30,29,22,41,44,17,12,42,32,20,50,67,74,16,10,38,43,7,85,98,11,79,75,20,19,59,31,17,44,39,13,38,38,11,34,24,48,9,32,10,80,38,50,41,12,44,28,11,12,18,9,63,75,13",L'erisia (Primary Logic),Ristaccia
2315263,1270.0307,10,"69,72,76,9,27,37,25,83,79,53",Thousand Lights,Forgive me
796606,23.2131,1,71,Sumidagawa Karenka,Extra
1778560,3232.6466,22,"79,68,97,74,76,90,24,13,66,6,91,59,98,71,29,85,62,4,38,8,56,51",Daisy Blue,Hope
3520087,13.7329,1,81,Apollo,dahkjdas' Extreme
1659530,11.1225,1,85,Q&A Recital!,Emotions
1510355,26.6336,3,"86,95,85",5150,Extra
2428358,7421.0363,66,"90,94,67,75,76,94,80,71,54,70,42,86,36,74,58,68,78,84,75,47,71,60,94,99,20,100,40,72,77,52,36,39,42,84,40,21,51,35,91,22,32,57,33,56,76,15,67,83,47,28,62,5,16,9,93,27,87,11,9,16,20,69,71,7,100,70",Yubi Bouenkyou,Sotarks' New Adventure
1868547,245.7552,5,"91,99,89,26,98",Reizouko Mitara Pudding ga Nai,Alphabet's Extra
256839,86.8237,9,"94,92,73,72,98,95,90,94,78",Reizouko Mitara Pudding ga Nai,Mythol's Pudding
3020124,6.5837,1,95,Good-bye sengen,Matha's Expert
703997,151.201,3,"96,81,34",PLAZMA,Nightmare
2315560,12982.4646,83,"98,74,85,58,95,92,55,95,67,81,98,47,36,43,64,29,51,65,37,67,30,35,38,54,25,33,25,20,53,43,14,92,19,14,55,21,13,57,66,58,62,15,66,50,84,20,42,12,80,99,45,48,74,15,28,41,29,16,25,5,75,71,90,22,46,99,47,18,11,43,24,11,11,2,71,71,5,57,15,94,14,72,25",Stella-rium,Extra
2593619,2254.8156,21,"100,29,83,100,77,35,54,77,100,55,86,53,22,12,27,79,81,4,75,98,64",Songs Compilation IV,A r M i N x Reform's Extra
5036611,248.5712,5,"59,95,31,68,69",Sukisuki Zecchoushou,Affection
2405862,1493.435,22,"75,96,98,76,87,88,54,61,64,88,11,64,77,40,9,79,99,98,43,90,43,82",Judgment Day Has Come,BMD's Expert
1097543,1667.2231,14,"99,14,73,50,66,33,67,93,22,22,24,28,53,100",Necro Fantasia,Lasse's Lunatic
1861434,1429.0005,14,"34,98,17,59,65,69,49,61,55,45,27,16,66,83","Haishita Shoujo wa, Haiyoru Konton to Kaikousu.",Desolate Soul
1943046,2599.9929,25,"42,31,12,65,21,85,59,39,57,95,31,55,71,74,26,95,71,41,19,57,78,34,92,49,44",Gekiai No Yobigoe Ga Dekiai No Sakebigoe Wo Kurau,Defiled Love
5062973,529.2808,6,"43,24,97,41,72,64",THE WORLD REVOLVING,Incomprehensible
4774712,240.8654,2,"48,31",Tensei,Redemption
714001,212.6728,5,"51,93,48,61,53",No title,jieusieu's Lemur
1294935,2995.6556,16,"54,2,74,5,83,100,84,46,32,7,36,37,88,95,65,69",Inside the Winter Storm,Legend
1528015,428.291,9,"61,24,73,80,96,62,66,98,64","Yomi yori Kikoyu, Koukoku no Tou to Honoo no Shoujo.",Marathon
2493793,175.5965,4,"67,94,41,59",Rude Buster (Camellia Remix),Final Chaos
2868674,24.3702,1,70,Okurina -Inochi o Aoku Mimamori Nemurina-,Kyoufu
4216778,106.396,3,"77,45,94",Mesheer,R3m's FINAL
4235907,1181.0027,10,"80,45,12,77,98,95,51,82,75,11",Kizuitara Shunkashuutou (Cut Ver.),Akitoshi's Cataclysm
571981,2176.8785,13,"81,90,60,30,58,87,53,3,84,12,94,8,71",When Innocence Is Just A Mask,pishi's Extra
3337690,10.3806,1,86,I AM,The Alpha and Omega
1640219,7.1813,1,93,Tsuki to Hanataba,Extra
4207215,5963.7497,56,"94,74,40,61,94,62,73,60,71,35,68,39,63,69,45,34,46,39,93,18,79,55,96,46,75,45,63,29,69,14,16,47,48,73,34,54,17,19,68,13,49,23,26,87,19,30,44,31,23,22,90,73,79,30,79,41",Ningensikkaku,Gone
4884881,1406.5152,5,"17,60,89,2,49","Reach for the Moon, Immortal Smoke",Eternal Phantasm
4691635,832.9218,11,"42,53,33,22,78,92,38,75,94,51,50",NE PLACH',fate
4235605,1677.1583,10,"55,32,91,4,44,44,52,62,33,19",The Fool,Val's Despair
2797918,3387.8497,35,"72,81,55,49,68,44,71,75,41,92,48,20,49,49,28,94,53,98,11,62,89,8,86,21,61,99,82,88,73,19,54,64,52,29,26",Embraced by the Flame,Disintegration
3548649,4119.0185,32,"76,80,58,79,23,56,74,79,29,90,14,98,45,23,24,6,77,47,66,11,96,48,66,29,55,2,97,71,56,75,61,32",FN .380 ACP#19074,DOBRODOSLI U SARAJEVO
5016427,1996.2849,26,"82,47,74,42,91,34,86,45,59,55,37,52,27,17,93,89,28,64,55,79,28,67,66,69,84,25",Stop Saying We Sound Like Dragonforce,Not Glorious Legender
1889232,3028.6163,26,"91,62,99,50,10,84,30,78,48,81,29,35,47,65,10,76,36,83,77,98,78,22,4,45,95,95",FREEDOM DiVE [METAL DIMENSIONS],METAL DIMENSIONS
5036212,1410.9056,7,"94,36,30,20,24,16,29",Amore - Aoboshi -,Destiny
5263890,2158.8192,15,"98,43,22,35,11,79,38,23,11,96,92,42,46,70,37",FAITH,SHOYEU'S EXTRA
1028733,3830.288,36,"100,32,31,47,61,28,89,86,36,13,88,63,95,34,21,9,80,76,11,26,96,76,66,61,55,52,81,83,25,55,55,72,28,51,61,40",Inferno,The Eclipse
3645578,143.4874,5,"93,99,41,65,100",The Empress,"Ultimate (feat. ItsWinter, Sayuka & Dabbe)"
4441853,739.2632,12,"36,93,61,44,42,68,89,74,57,57,51,25",WE LUV LAMA,WUV
1745634,712.1587,8,"42,72,80,15,63,82,33,66","Koyoi wa Hyouitsu na Egoist ~ Ego, Schizoid, Beat.",Yorigami
4337668,1569.8899,22,"48,63,86,41,32,92,77,90,76,93,52,88,80,73,21,100,10,35,69,33,96,90",over the top,interstellar dimensions
5258745,4951.0766,27,"49,79,86,77,70,24,86,33,5,12,22,54,11,53,79,42,91,11,28,33,54,29,7,94,40,65,14",FAITH,REVERENCE
1954900,6603.342,58,"59,55,36,58,97,53,30,90,82,50,60,89,22,83,87,64,56,44,23,78,43,22,100,39,87,62,65,64,75,58,71,28,47,52,26,12,54,90,56,48,4,47,23,60,35,37,4,35,63,86,57,18,18,47,47,76,32,11",benzo (with me eternal),forever
3088767,2453.4897,25,"64,33,87,44,60,51,79,38,30,77,54,72,11,59,100,72,29,10,31,32,89,94,41,84,89",Braking Down,The Dawn that Breaks the Sorrowful Moonlight
3769324,88.3431,4,"65,57,83,95",Justability,"For This Moment, We Will All Overcome Anything."
3310526,222.1789,9,"66,92,100,88,89,35,82,64,97",Densetsu no Sabori Shinigami ~ Make a quick escape,Extra Stage
3802584,935.99,9,"67,31,75,22,23,57,45,79,61",Lies in Reality,Reflection
2077119,3725.9798,49,"72,43,82,67,95,60,73,87,47,81,22,59,67,95,68,69,45,71,92,54,38,65,23,33,94,87,65,67,91,29,22,68,21,50,35,46,84,59,19,13,67,85,68,81,92,14,89,62,42",Louder than steel,NiNo's Extreme
4690436,407.515,4,"75,86,15,96",Electric Angel,Remote Control
4913726,16.2838,1,77,Icyxis,5d's Ultra
3320181,40.7573,2,"79,64","Destroy, Destroy, Destroy The Happy End (Cut Ver.)",Deconstruct The World
3747453,1798.7816,9,"85,4,45,38,84,9,52,40,64",Shinkou wa Hakanaki Ningen no Tame ni ~ Jehovah's YaHVeH,Camo & Winter's Extra Stage
40017,729.1837,7,"89,58,58,30,56,100,13",Made of Fire,Oni
1570269,2464.2992,25,"90,63,49,53,40,65,12,37,40,76,84,91,25,40,19,18,99,100,60,66,34,36,40,74,42",Uta,Leftover Soul
5698524,40.051,3,"91,88,65",My Heart Will Go On,Maki's Eternal Heartache
4054471,188.0231,10,"92,82,48,85,63,91,99,96,100,58",Fata Morgana,Dark Binding
5628855,537.1383,8,"94,53,48,96,96,16,72,63",Chronostasis,Vibrant Petals Flutter in The Air
3504206,771.2647,8,"95,51,91,32,47,73,16,45",Omoide Kakera,Trying to Grasp onto Your Reminiscent Mirage as My Consciousness Fragments Away
2835408,2558.3067,22,"98,61,35,46,63,57,69,16,26,58,43,8,57,29,86,99,81,99,89,10,34,84",Kyouki Ranbu (extended ver.),Master
3007920,2469.7365,20,"22,65,75,20,24,59,54,44,67,34,31,42,35,28,72,12,38,36,69,75","Chug Jug With You, but i can't anymore",Extra
4869100,1183.2789,6,"62,53,24,2,73,60",Montage Girl (Cut Ver.),Collab Extra
4861021,90.3447,4,"64,82,98,53",Favorite Liar (Cut Ver.),Kuki's Extra
4881960,113.2878,4,"76,64,48,94",klik klak brazil strelyayet,FUFLA'S EXTREME
4908548,110.5363,3,"80,91,41",Johnny Test Theme (TV Size),Tylerderp's Neat Freak Dad
